text_left,corpus,collection,hit_text,last_index,text_right,docpid,end_time,begin_time,hit_pos,hit_phonetic,first_index,hit_lemma
ziet mijn fractie meer in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1495,benutten van de mogelijkheden van,fn000242,00:08:45.864,00:08:45.762,"LID(bep,stan,evon)",@t,1495,het
? eveneens paradoxaal we hebben,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1536,immers ove over de paradoxen,fn000242,00:09:02.471,00:09:02.359,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1536,het
op de huidige arbeidsmarkt is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1553,fenomeen van illegale arbeid of,fn000242,00:09:07.861,00:09:07.739,"LID(bep,stan,evon)",@t,1553,het
dan als op enig moment,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1665,aanbod de vra de vraag,fn000242,00:09:45.996,00:09:45.885,"LID(bep,stan,evon)",@t,1665,het
minister van Economische Zaken vond,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1744,niet nodig dit advies af,fn000242,00:10:13.144,00:10:13.021,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1744,het
en pleitte onlangs reeds voor,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1757,afschaffen van de VUT het,fn000242,00:10:16.833,00:10:16.731,"LID(bep,stan,evon)",@t,1757,het
het afschaffen van de VUT,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1762,opleggen van een sollicitatieplicht voor,fn000242,00:10:18.476,00:10:18.355,"LID(bep,stan,evon)",@t,1762,het
uitgaande dat minister Jorritsma namens,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1787,kabinet sprak vraagt de CDA-fractie,fn000242,00:10:28.451,00:10:28.329,"LID(bep,stan,evon)",@t,1787,het
te gaan . we onderschrijven,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1823,belang van het langer actief,fn000242,00:10:41.895,00:10:41.743,"LID(bep,stan,evon)",@t,1823,het
we onderschrijven het belang van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1826,langer actief blijven van ouderen,fn000242,00:10:42.816,00:10:42.726,"LID(bep,stan,evon)",@t,1826,het
zich in hoofdzaken richt op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1849,aanscherpen van verplichtingen . participatievergroting,fn000242,00:10:49.294,00:10:49.182,"LID(bep,stan,evon)",@t,1849,het
is inderdaad mevrouw Bussemaker zei,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1883,al veel meer gericht is,fn000242,00:11:02.864,00:11:02.733,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1883,het
gericht is op a op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1892,bevorderen en behouden van arbeidsgeschiktheid,fn000242,00:11:05.322,00:11:05.200,"LID(bep,stan,evon)",@t,1892,het
worden daarover h&egrave; dat is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,280,recht van 't kabinet overigens,fn000243,00:01:15.585,00:01:15.453,"LID(bep,stan,evon)",@t,280,het
van 't kabinet overigens ook,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,287,recht van de Kamer .,fn000243,00:01:16.968,00:01:16.856,"LID(bep,stan,evon)",@t,287,het
of ze dat inderdaad namens,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,314,kabinet heeft gedaan en waar,fn000243,00:01:24.192,00:01:24.070,"LID(bep,stan,evon)",@t,314,het
kabinet heeft gedaan en waar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,320,kabinet dan staat . uh,fn000243,00:01:25.459,00:01:25.317,"LID(bep,stan,evon)",@t,320,het
vrijwilligheid zijn op dit moment,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,412,parool . niet een sollicitatieplicht,fn000243,00:01:54.031,00:01:53.904,"LID(bep,stan,evon)",@t,412,het
cultuurverandering zullen moeten doormaken want,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,503,beleid is hier ook bij,fn000243,00:02:33.546,00:02:33.443,"LID(bep,stan,evon)",@t,503,het
wil vrijwilligerswerk bevorderen . in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,548,stimuleren daarvan hebben de bewindspersonen,fn000243,00:02:53.064,00:02:52.952,"LID(bep,stan,evon)",@t,548,het
de CAO en daardoor ontstaat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,729,risico dat werknemers zich moeten,fn000243,00:04:04.735,00:04:04.599,"LID(bep,stan,evon)",@t,729,het
welke mogelijkheden ziet hij in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,905,vernieuwen van deze richtlijn uhm,fn000243,00:04:58.260,00:04:58.139,"LID(bep,stan,evon)",@t,905,het
belemmeringen wegnemen instrumenten herijken en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,966,investeren in anticiperend arbeidsmarktbeleid dat,fn000243,00:05:24.140,00:05:24.028,"LID(bep,stan,evon)",@t,966,het
dan is vervolgens,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,3,woord aan de heer Van,fn000244,00:00:01.198,00:00:01.076,"LID(bep,stan,evon)",@t,3,het
Van Zijl . xxx voorzitter,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,13,gaat in veel opzichten goed,fn000244,00:00:18.066,00:00:17.913,"VNW(pers,pron,stan,red,3,ev,onz)",@t,13,het
afname van wat we gaandeweg,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,101,armoedevraagstuk zijn gaan noemen .,fn000244,00:00:51.283,00:00:51.162,"LID(bep,stan,evon)",@t,101,het
alle reden voor optimisme .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,137,zal f wat de Partij,fn000244,00:01:03.687,00:01:03.575,"VNW(pers,pron,stan,red,3,ev,onz)",@t,137,het
nieuwe concepten . wel om,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,161,agenderen van een aantal hardnekkige,fn000244,00:01:10.246,00:01:10.124,"LID(bep,stan,evon)",@t,161,het
nieuwe vragen . allereerst op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,174,vlak van het inkomensbeleid .,fn000244,00:01:14.716,00:01:14.614,"LID(bep,stan,evon)",@t,174,het
allereerst op het vlak van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,177,inkomensbeleid . het lijkt er,fn000244,00:01:15.314,00:01:15.212,"LID(bep,stan,evon)",@t,177,het
vlak van het inkomensbeleid .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,180,lijkt er soms een beetje,fn000244,00:01:17.139,00:01:17.001,"VNW(pers,pron,stan,red,3,ev,onz)",@t,180,het
om vijf miljard belastenverlaging in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,202,kader van de van het,fn000244,00:01:22.539,00:01:22.417,"LID(bep,stan,evon)",@t,202,het
het kader van de van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,207,belastingplan en dan nog wel,fn000244,00:01:24.190,00:01:24.118,"LID(bep,stan,evon)",@t,207,het
bliep en geen misverstand als,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,231,inkomensbeeld dat voortvloeit uit het,fn000244,00:01:31.263,00:01:31.132,"LID(bep,stan,evon)",@t,231,het
het inkomensbeeld dat voortvloeit uit,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,236,belastingplan nog niet helemaal is,fn000244,00:01:32.545,00:01:32.454,"LID(bep,stan,evon)",@t,236,het
nog niet helemaal is wat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,243,moet zijn dan moeten we,fn000244,00:01:34.121,00:01:34.009,"VNW(pers,pron,stan,red,3,ev,onz)",@t,243,het
dat moet ook want uit,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,278,regeerakkoord vloeit voort dat inkomstenmeevallers,fn000244,00:01:43.370,00:01:43.309,"LID(bep,stan,evon)",@t,278,het
worden aangewend voor verlaging van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,293,tekort en voor de helft,fn000244,00:01:48.712,00:01:48.640,"LID(bep,stan,evon)",@t,293,het
reserveren in 't kader van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,341,belastingplan dat wij die meevaller,fn000244,00:02:03.753,00:02:03.672,"LID(bep,stan,evon)",@t,341,het
bestaande noodzaak om los van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,395,belastingplan aandacht te hebben voor,fn000244,00:02:20.469,00:02:20.378,"LID(bep,stan,evon)",@t,395,het
voor groepen mensen voor wie,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,405,nog altijd moeilijk is om,fn000244,00:02:23.889,00:02:23.777,"VNW(pers,pron,stan,red,3,ev,onz)",@t,405,het
en al helemaal niet in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,433,licht van de goede economische,fn000244,00:02:30.313,00:02:30.252,"LID(bep,stan,evon)",@t,433,het
dat dat plan u noem,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,456,niet pe bij name uh,fn000244,00:02:37.909,00:02:37.807,"VNW(pers,pron,stan,red,3,ev,onz)",@t,456,het
besproken wordt en pas in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,521,voorjaar blijkt structureel te zijn,fn000244,00:02:55.310,00:02:55.209,"LID(bep,stan,evon)",@t,521,het
't oplossen van knelpunten in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,538,kader van het belastingplan .,fn000244,00:03:00.825,00:03:00.744,"LID(bep,stan,evon)",@t,538,het
knelpunten in het kader van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,541,belastingplan . wij zijn voor,fn000244,00:03:01.219,00:03:01.147,"LID(bep,stan,evon)",@t,541,het
belastingplan . wij zijn voor,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,547,oplossen van knelpu in 't,fn000244,00:03:02.783,00:03:02.662,"LID(bep,stan,evon)",@t,547,het
knelpu in 't kader van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,555,belastingplan en daar zijn middengroepen,fn000244,00:03:04.204,00:03:04.124,"LID(bep,stan,evon)",@t,555,het
zeker gebeuren maar we vinden,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,583,voorbarig om nieuwe meevallers daar,fn000244,00:03:11.498,00:03:11.397,"VNW(pers,pron,stan,red,3,ev,onz)",@t,583,het
problemen in 't kader van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,654,belastingplan . of zeg u,fn000244,00:03:36.188,00:03:36.107,"LID(bep,stan,evon)",@t,654,het
nodig we zeggen zoekt u,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,686,maar uit binnen die vijf,fn000244,00:03:39.376,00:03:39.316,"VNW(pers,pron,stan,red,3,ev,onz)",@t,686,het
daar praten we over in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,772,voorjaar maar i mijn ervaring,fn000244,00:04:03.153,00:04:03.038,"LID(bep,stan,evon)",@t,772,het
in onze voorbarigheid . uhm,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,891,is van twee &eacute;&eacute;n of,fn000244,00:04:29.348,00:04:29.207,"VNW(pers,pron,stan,red,3,ev,onz)",@t,891,het
&eacute;&eacute;n of u zegt van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,900,is niet voorbarig en dan,fn000244,00:04:30.749,00:04:30.657,"VNW(pers,pron,stan,red,3,ev,onz)",@t,900,het
willen besteden of u zegt,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,922,is voorbarig maar dan geldt,fn000244,00:04:35.511,00:04:35.429,"VNW(pers,pron,stan,red,3,ev,onz)",@t,922,het
over uh middeninkomens als dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,939,gaat om suggesties die gaan,fn000244,00:04:40.723,00:04:40.611,"VNW(pers,pron,stan,red,3,ev,onz)",@t,939,het
niet logisch om te zeggen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,958,is voorbarig uh u mag,fn000244,00:04:44.835,00:04:44.733,"VNW(pers,pron,stan,red,3,ev,onz)",@t,958,het
is voorbarig uh u mag,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,964,niet uh daaraan besteden wij,fn000244,00:04:46.166,00:04:46.084,"VNW(pers,pron,stan,red,3,ev,onz)",@t,964,het
wilt u nu ? is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,986,nu voorbarig of is het,fn000244,00:04:50.755,00:04:50.663,"VNW(pers,pron,stan,red,3,ev,onz)",@t,986,het
het nu voorbarig of is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,991,nu niet voorbarig ? ei,fn000244,00:04:52.066,00:04:51.994,"VNW(pers,pron,stan,red,3,ev,onz)",@t,991,het
die vijf miljard daar moet,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1058,voor gedaan worden . dus,fn000244,00:05:10.411,00:05:10.320,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1058,het
en ik vind dat ik,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1079,goeie recht heb om te,fn000244,00:05:16.242,00:05:16.161,"LID(bep,stan,evon)",@t,1079,het
benadering van die meevaller maar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1151,is ieders goed recht om,fn000244,00:05:35.827,00:05:35.755,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1151,het
zo kennen we elkaar weer,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1173,gaat dus helemaal niet over,fn000244,00:05:41.942,00:05:41.830,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1173,het
helemaal niet over de voorbarigheid,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1181,gaat er gewoon om dat,fn000244,00:05:43.800,00:05:43.699,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1181,het
dat zegt ie wel dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1224,belangrijk is maar dat moet,fn000244,00:05:51.683,00:05:51.622,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1224,het
vijf miljard en daar is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1237,wel voorbarig zegt u dat,fn000244,00:05:53.818,00:05:53.736,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1237,het
we in de sfeer van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1384,belastingplan de vijf miljard we,fn000244,00:06:26.922,00:06:26.831,"LID(bep,stan,evon)",@t,1384,het
niets eens niet eens dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1411,onder alle omstandigheden voor ons,fn000244,00:06:34.222,00:06:34.100,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1411,het
voorbarig . en ik zeg,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1447,ook nog niet eens maar,fn000244,00:06:45.195,00:06:45.094,"VNW(aanw,adv-pron,obl,vol,3o,getal)",@t,1447,het
is er financieel ik breng,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1481,in discussie en dan kunt,fn000244,00:06:51.715,00:06:51.643,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1481,het
uit alle cijfers blijkt dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1551,armoedebestrijdingsbeleid de laatste jaren vruchten,fn000244,00:07:12.614,00:07:12.489,"LID(bep,stan,evon)",@t,1551,het
zijn waar de huishoudbeurs voor,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1629,einde van de maand leeg,fn000244,00:07:35.334,00:07:35.202,"LID(bep,stan,evon)",@t,1629,het
is . die nog niet,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1640,gevoel hebben dat 't met,fn000244,00:07:37.909,00:07:37.818,"LID(bep,stan,evon)",@t,1640,het
aan gezinnen met kinderen op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1667,laagste inkomensniveau . rap uiteenlopende,fn000244,00:07:44.459,00:07:44.358,"LID(bep,stan,evon)",@t,1667,het
kinderen . zo blijft op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1713,niveau van het minimumloon een,fn000244,00:07:59.233,00:07:59.111,"LID(bep,stan,evon)",@t,1713,het
blijft op het niveau van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1716,minimumloon een huishouden met twee,fn000244,00:07:59.799,00:07:59.708,"LID(bep,stan,evon)",@t,1716,het
die neme de voortgangsrapportage van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1751,ministerie van SOZAWE zelf uh,fn000244,00:08:11.121,00:08:11.040,"LID(bep,stan,evon)",@t,1751,het
geef ik graag toe dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1779,gezinsondersteunend beleid Nederland nog bepaald,fn000244,00:08:19.642,00:08:19.581,"LID(bep,stan,evon)",@t,1779,het
ons omringende landen . naar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1796,zich laat aanzien ik druk,fn000244,00:08:26.948,00:08:26.826,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1796,het
ruimte binnen de lastenverlichtingsformule van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1816,kabinet om daar iets aan,fn000244,00:08:32.973,00:08:32.912,"LID(bep,stan,evon)",@t,1816,het
onnavolgbare definities . ik zou,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1856,kabinet willen vragen verdergaand gezinsondersteunend,fn000244,00:08:45.686,00:08:45.615,"LID(bep,stan,evon)",@t,1856,het
kinderbijslag w want feitelijk is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1968,dat toch wel ? ja,fn000244,00:09:22.292,00:09:22.168,"VNW(pers,pron,stan,red,3,ev,onz)",@d,1968,het
daar als je uh naast,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2035,de tien voordelen er twaalf,fn000244,00:09:36.449,00:09:36.195,"LID(bep,stan,evon)",@%d,2035,het
ja ikzelf hecht zeer aan,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2081,gegeven dat wij een zeg,fn000244,00:09:48.700,00:09:48.629,"LID(bep,stan,evon)",@t,2081,het
daarvan mee . ok&eacute; dus,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2117,mogen ... dus het echte,fn000244,00:09:59.079,00:09:58.956,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2117,het
dus het mogen ... dus,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2121,echte straffe kinderinkomens-xxx kinderbijslag dat,fn000244,00:09:59.145,00:09:59.044,"LID(bep,stan,evon)",@t,2121,het
zal zijn ik ik zeg,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2225,maar vast dat is dat,fn000244,00:10:31.018,00:10:30.937,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2225,het
vraag stellen uhm uhm komt,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2293,overal terecht waar het hard,fn000244,00:10:48.244,00:10:48.143,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2293,het
komt het overal terecht waar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2297,hard nodig is ? we,fn000244,00:10:49.013,00:10:48.922,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2297,het
is dat is dat met,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2316,behoud van een stevig fundament,fn000244,00:10:54.546,00:10:54.464,"LID(bep,stan,evon)",@t,2316,het
integreren ? kan 't in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2334,belastingstelsel ? kun je wat,fn000244,00:10:59.502,00:10:59.410,"LID(bep,stan,evon)",@t,2334,het
zit in de belastingen is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2473,lastenverlichting volgens onze formules ?,fn000244,00:11:35.256,00:11:35.145,"LID(bep,stan,evon)",@t,2473,het
die we nu bespreken stelt,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2531,dus niks voor ? nee,fn000244,00:11:48.094,00:11:47.982,"VNW(pers,pron,stan,red,3,ev,onz)",@d,2531,het
st bewerkstelligd . in wezen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,85,verlies dat is opgetreden als,fn000245,00:00:26.608,00:00:26.490,"LID(bep,stan,evon)",@t,85,het
de rekensom nooit geloofd .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,257,g ging om de het,fn000245,00:01:13.386,00:01:13.274,"LID(bep,stan,evon)",@t,257,het
het g ging om de,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,262,ging om de inkomens boven,fn000245,00:01:14.801,00:01:14.660,"VNW(pers,pron,stan,red,3,ev,onz)",@t,262,het
worden . nee ik begrijp,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,297,al . en daaruit ontstond,fn000245,00:01:21.261,00:01:21.159,"VNW(pers,pron,stan,red,3,ev,onz)",@t,297,het
voorstel luidt dus als ik,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,368,net schets ow elementen van,fn000245,00:01:35.809,00:01:35.748,"VNW(pers,pron,stan,red,3,ev,onz)",@t,368,het
